age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
38	blue-collar	married	secondary	no	264	yes	no	telephone	15	2	0	no
36	blue-collar	married	secondary	no	462	no	no	cellular	474	2	0	no
44	management	married	tertiary	no	0	yes	no	cellular	49	5	0	no
48	self-employed	married	secondary	no	884	yes	no	cellular	118	2	0	no
44	management	single	tertiary	no	617	no	no	telephone	30	2	0	no
57	entrepreneur	married	unknown	no	20584	no	no	telephone	28	2	0	no
49	unemployed	married	secondary	no	13818	no	no	cellular	221	2	0	no
52	management	married	tertiary	no	4358	no	no	telephone	30	7	0	no
42	management	divorced	tertiary	no	580	yes	no	cellular	216	2	0	no
35	housemaid	divorced	secondary	no	39	no	no	cellular	149	2	0	no
27	blue-collar	single	secondary	no	677	no	yes	telephone	110	8	0	no
32	management	single	tertiary	no	29	yes	no	cellular	49	24	0	no
43	self-employed	married	secondary	no	5317	no	no	cellular	244	2	0	no
39	services	married	secondary	yes	-697	yes	no	cellular	423	2	0	no
37	blue-collar	married	secondary	no	2924	no	no	cellular	74	2	0	no
41	management	married	unknown	no	944	no	no	cellular	81	2	0	no
59	retired	married	primary	no	3079	no	no	telephone	19	2	0	no
53	management	divorced	tertiary	no	3158	no	no	cellular	126	23	0	no
48	management	married	unknown	no	970	no	no	cellular	67	2	0	no
35	services	single	secondary	no	1742	yes	no	cellular	39	2	0	no
40	blue-collar	single	secondary	no	1953	no	no	telephone	78	2	0	no
38	admin.	married	tertiary	no	669	yes	yes	cellular	129	2	0	no
42	technician	married	primary	no	275	no	no	cellular	51	9	0	no
42	technician	married	tertiary	no	1079	no	no	cellular	61	2	0	no
51	unemployed	divorced	tertiary	no	0	no	no	cellular	574	2	0	yes
46	technician	married	secondary	no	0	yes	no	telephone	181	2	0	no
57	admin.	married	secondary	no	340	no	yes	cellular	167	2	0	no
43	housemaid	single	primary	no	24	no	no	cellular	35	2	0	no
37	technician	single	secondary	no	884	yes	yes	cellular	128	2	0	no
35	blue-collar	married	secondary	no	86	no	no	cellular	128	2	0	no
36	admin.	married	secondary	no	3308	no	yes	cellular	119	2	0	no
40	blue-collar	married	secondary	no	4853	no	no	cellular	234	2	0	no
51	technician	married	unknown	no	-168	no	no	cellular	56	3	0	no
38	admin.	married	secondary	no	137	yes	no	cellular	27	22	0	no
31	technician	single	secondary	no	0	yes	no	cellular	16	34	0	no
35	blue-collar	married	secondary	no	-518	yes	no	cellular	46	5	0	no
47	admin.	married	secondary	no	3936	yes	no	telephone	15	2	0	no
37	blue-collar	married	unknown	no	557	no	no	cellular	47	2	0	no
48	services	divorced	secondary	no	105	no	no	cellular	111	2	0	no
55	blue-collar	married	primary	no	842	no	no	telephone	144	2	0	no
42	blue-collar	married	primary	no	260	yes	no	telephone	175	2	0	no
59	blue-collar	married	primary	no	595	no	no	telephone	208	7	0	no
41	blue-collar	married	secondary	no	4900	yes	no	telephone	121	2	0	no
41	unemployed	single	primary	no	2171	no	no	telephone	120	2	0	no
59	admin.	married	primary	no	6187	no	no	cellular	114	4	0	no
43	services	divorced	secondary	no	0	no	no	cellular	106	4	0	no
38	blue-collar	married	secondary	no	4336	yes	no	cellular	226	6	0	no
48	entrepreneur	married	tertiary	yes	-392	no	no	cellular	725	4	0	yes
48	management	married	secondary	no	-876	no	yes	cellular	6	16	0	no
45	blue-collar	married	secondary	no	1239	no	no	telephone	67	4	0	no
51	technician	married	secondary	no	8758	no	no	telephone	92	2	0	no
41	blue-collar	married	primary	no	0	no	no	cellular	22	2	0	no
40	technician	married	secondary	no	296	no	no	cellular	253	2	0	no
45	services	married	secondary	no	27	yes	yes	cellular	43	2	0	no
48	housemaid	married	secondary	no	1397	no	no	cellular	66	2	0	no
49	admin.	married	secondary	no	1629	no	no	cellular	57	2	0	no
46	management	single	secondary	no	1605	no	no	cellular	126	6	0	no
47	blue-collar	married	secondary	no	846	yes	no	cellular	437	2	0	no
41	services	married	secondary	no	428	no	no	cellular	38	2	0	no
40	management	married	unknown	no	3165	yes	no	telephone	77	2	0	no
42	services	single	secondary	no	247	yes	no	cellular	114	2	0	no
52	technician	married	secondary	no	-1076	yes	no	cellular	58	2	0	no
38	management	married	tertiary	no	590	no	no	cellular	49	2	0	no
28	blue-collar	single	secondary	no	0	no	yes	cellular	11	21	0	no
54	management	married	tertiary	no	12	no	no	telephone	77	4	0	no
55	housemaid	divorced	primary	no	77	no	no	cellular	463	6	0	yes
41	blue-collar	married	primary	no	2053	no	no	cellular	81	4	0	no
58	housemaid	married	tertiary	no	2858	no	no	cellular	56	6	0	no
46	services	married	secondary	no	998	yes	no	cellular	126	2	0	no
51	admin.	divorced	secondary	no	3029	yes	yes	cellular	118	2	0	no
46	unemployed	married	primary	no	1	yes	no	cellular	43	2	0	no
54	self-employed	married	secondary	no	2191	yes	no	telephone	96	6	0	no
58	retired	married	secondary	no	3648	no	no	cellular	60	4	0	no
30	services	married	secondary	no	48	yes	no	cellular	662	13	0	yes
53	blue-collar	married	primary	no	252	no	no	cellular	727	4	0	yes
45	management	married	secondary	no	4105	yes	no	cellular	49	2	0	no
41	blue-collar	married	primary	no	200	no	yes	cellular	309	2	0	no
42	admin.	married	secondary	no	176	no	no	cellular	201	2	0	no
59	retired	divorced	secondary	no	2651	no	no	telephone	258	2	0	no
51	self-employed	married	primary	no	106	yes	no	telephone	240	2	0	no
44	management	married	tertiary	no	4460	no	no	telephone	168	2	0	no
57	retired	married	secondary	no	1354	no	no	cellular	131	9	0	no
47	housemaid	married	secondary	yes	-1531	yes	no	cellular	156	8	0	no
33	admin.	single	secondary	no	2554	yes	no	telephone	77	15	0	no
54	blue-collar	married	primary	no	532	no	no	telephone	73	2	0	no
52	technician	married	unknown	no	668	yes	no	cellular	212	4	0	no
46	blue-collar	divorced	unknown	no	2391	yes	no	cellular	148	2	0	no
38	management	married	tertiary	no	0	no	yes	cellular	122	2	0	no
45	blue-collar	married	primary	no	-455	yes	yes	cellular	161	2	0	no
47	management	married	tertiary	no	2597	no	no	cellular	52	2	0	no
45	management	single	tertiary	no	16	no	no	cellular	59	2	0	no
38	services	married	secondary	no	4392	no	no	cellular	32	2	0	no
27	management	single	tertiary	no	385	no	yes	cellular	52	7	0	no
37	blue-collar	married	secondary	no	14	yes	no	cellular	38	18	0	no
55	management	married	tertiary	no	2	no	yes	cellular	126	2	0	no
51	technician	married	tertiary	no	5059	yes	no	cellular	189	2	0	no
44	blue-collar	married	secondary	no	96	yes	no	cellular	547	2	0	no
42	management	married	tertiary	no	2110	no	yes	cellular	106	2	0	no
49	management	divorced	secondary	no	4908	no	no	cellular	42	4	0	no
56	retired	married	secondary	no	0	no	no	telephone	45	2	0	no
47	management	married	tertiary	no	2261	no	no	cellular	87	2	0	no
50	blue-collar	married	secondary	no	1553	yes	no	cellular	53	2	0	no
39	self-employed	married	primary	no	2077	yes	no	cellular	88	21	0	no
41	services	married	secondary	no	-459	yes	no	cellular	162	2	0	no
50	blue-collar	divorced	primary	no	602	yes	no	cellular	225	2	0	no
40	blue-collar	married	secondary	no	1954	no	no	cellular	1107	2	0	yes
55	services	married	secondary	no	3546	yes	yes	cellular	268	2	0	no
32	blue-collar	single	secondary	no	3036	yes	no	cellular	52	5	0	no
41	management	married	secondary	no	0	no	no	cellular	83	2	0	no
48	management	single	tertiary	no	648	yes	no	cellular	462	2	0	no
41	unemployed	married	secondary	no	0	no	no	cellular	847	14	0	no
39	management	single	primary	no	375	no	no	telephone	80	2	0	no
39	management	single	tertiary	no	2258	yes	no	cellular	255	2	0	no
36	admin.	married	secondary	no	470	yes	no	cellular	101	4	0	no
42	admin.	single	secondary	no	4343	no	no	cellular	245	4	0	no
31	management	single	tertiary	no	935	no	no	cellular	64	5	0	no
28	management	married	tertiary	no	22	yes	no	cellular	59	3	0	no
48	management	married	tertiary	yes	0	yes	no	cellular	281	4	0	no
57	housemaid	married	secondary	no	271	no	no	cellular	81	4	0	no
54	admin.	married	secondary	no	812	yes	yes	cellular	83	6	0	no
50	services	married	secondary	yes	0	no	no	telephone	35	9	0	no
42	blue-collar	married	primary	no	517	yes	no	cellular	101	7	0	no
57	retired	married	primary	no	3549	no	no	cellular	51	36	0	no
57	management	married	primary	no	80	no	yes	cellular	158	7	0	no
35	blue-collar	married	primary	no	0	no	no	cellular	57	4	0	no
44	technician	married	primary	no	755	no	yes	cellular	829	4	0	yes
47	management	married	secondary	no	1077	no	no	cellular	367	4	0	no
51	self-employed	married	tertiary	no	5350	yes	yes	cellular	612	4	0	yes
35	management	single	secondary	no	3384	yes	no	cellular	372	2	0	no
54	management	married	tertiary	no	1623	no	no	cellular	25	8	0	no
35	management	married	tertiary	no	2801	yes	no	cellular	184	2	0	no
46	blue-collar	married	primary	no	333	yes	no	cellular	284	4	0	no
37	services	married	secondary	no	0	yes	yes	cellular	187	2	0	no
36	management	married	tertiary	no	3770	yes	no	cellular	150	4	0	no
32	blue-collar	married	secondary	no	7365	yes	no	cellular	124	5	0	no
40	management	married	tertiary	no	-1737	yes	yes	cellular	249	4	0	no
38	blue-collar	single	secondary	no	1911	yes	no	cellular	74	4	0	no
58	technician	married	tertiary	no	4656	no	no	cellular	119	6	0	no
42	blue-collar	married	primary	no	704	yes	yes	telephone	88	10	0	no
56	technician	divorced	tertiary	no	1593	yes	no	cellular	434	4	0	no
36	technician	married	secondary	no	7957	no	no	cellular	288	2	0	no
40	housemaid	single	tertiary	no	7441	no	no	cellular	1461	6	0	yes
32	admin.	married	secondary	no	347	yes	no	cellular	155	13	0	no
46	services	married	secondary	no	375	no	no	telephone	172	6	0	no
35	blue-collar	divorced	primary	no	4401	yes	no	cellular	465	4	0	no
59	housemaid	divorced	primary	no	259	no	no	cellular	166	4	0	no
46	management	married	tertiary	no	4039	yes	no	cellular	716	9	0	no
42	technician	single	secondary	no	0	no	no	telephone	33	13	0	no
59	retired	married	primary	no	-266	yes	yes	cellular	266	11	0	no
41	blue-collar	divorced	secondary	no	3	yes	no	cellular	228	4	0	no
53	blue-collar	married	secondary	no	0	no	no	telephone	36	4	0	no
31	blue-collar	married	secondary	no	1030	yes	no	cellular	180	5	0	no
36	management	married	tertiary	no	4359	no	no	cellular	74	6	0	no
34	services	married	secondary	no	27	yes	yes	cellular	249	3	0	no
41	services	married	secondary	no	56	yes	no	cellular	63	21	0	no
35	management	married	tertiary	no	1731	no	no	cellular	361	4	0	yes
54	services	married	secondary	no	-626	yes	yes	cellular	294	5	0	no
40	services	married	secondary	no	87	yes	yes	cellular	247	4	0	no
55	blue-collar	single	secondary	no	923	no	no	cellular	841	4	0	no
39	blue-collar	married	primary	no	532	yes	no	cellular	786	2	0	no
42	self-employed	married	secondary	no	3211	no	no	cellular	180	1	0	no
43	management	divorced	tertiary	no	439	yes	no	cellular	92	3	0	no
51	entrepreneur	divorced	secondary	no	1	yes	yes	cellular	300	1	0	no
41	technician	married	secondary	no	1822	no	yes	cellular	391	1	0	no
52	blue-collar	married	primary	no	655	yes	yes	cellular	155	3	0	no
58	retired	married	secondary	no	1172	no	no	cellular	86	1	0	no
49	technician	married	secondary	no	133	no	no	cellular	81	5	0	no
44	admin.	married	secondary	no	-137	no	no	cellular	151	13	0	no
36	blue-collar	married	secondary	no	29	yes	yes	cellular	345	1	0	no
54	unemployed	married	secondary	no	3250	no	no	cellular	94	3	0	no
40	technician	married	tertiary	yes	-2827	yes	yes	cellular	843	1	0	no
41	management	married	tertiary	yes	-1176	yes	yes	cellular	81	1	0	no
36	management	single	tertiary	no	2706	no	no	cellular	75	3	0	no
36	management	married	tertiary	no	2547	no	no	cellular	292	1	0	no
55	services	divorced	secondary	no	-555	yes	no	cellular	81	3	0	no
41	services	divorced	primary	no	308	no	no	cellular	73	1	0	no
39	blue-collar	married	secondary	no	10005	yes	no	cellular	241	4	0	no
44	admin.	single	unknown	yes	-612	yes	no	cellular	297	1	0	no
47	management	single	tertiary	no	1187	no	no	cellular	1739	7	0	no
56	blue-collar	married	secondary	no	1362	no	no	telephone	345	1	0	no
52	technician	married	secondary	no	-1	no	yes	cellular	166	1	0	no
44	blue-collar	married	unknown	no	879	no	no	telephone	28	1	0	no
59	admin.	married	primary	no	1040	no	no	telephone	733	1	0	no
38	technician	married	secondary	no	2398	yes	yes	cellular	18	33	0	no
44	unknown	married	unknown	no	1317	no	no	telephone	444	6	0	no
49	management	married	tertiary	no	413	no	yes	cellular	196	4	0	no
42	blue-collar	married	primary	no	0	yes	no	telephone	190	4	0	no
55	technician	married	tertiary	no	804	no	no	cellular	245	5	0	no
37	entrepreneur	single	tertiary	no	65	no	no	cellular	22	4	0	no
44	technician	married	secondary	yes	-251	no	yes	telephone	13	16	0	no
31	technician	married	tertiary	no	237	yes	no	cellular	59	2	0	no
58	management	married	tertiary	no	0	no	no	telephone	27	16	0	no
41	admin.	divorced	tertiary	no	861	yes	no	cellular	108	13	0	no
29	technician	married	tertiary	no	-983	yes	yes	cellular	58	2	0	no
43	admin.	married	secondary	no	186	no	yes	cellular	32	21	0	no
53	management	divorced	secondary	no	2215	yes	yes	cellular	88	14	0	no
40	blue-collar	married	secondary	no	598	yes	no	cellular	90	5	0	no
37	self-employed	single	tertiary	no	1286	no	no	telephone	37	7	0	no
38	blue-collar	married	primary	no	0	yes	no	cellular	18	22	0	no
40	services	married	unknown	no	0	no	no	cellular	66	34	0	no
34	management	married	tertiary	no	4	yes	no	cellular	33	39	0	no
45	blue-collar	married	unknown	no	5640	yes	no	telephone	18	9	0	no
32	self-employed	divorced	tertiary	no	745	yes	yes	cellular	11	20	0	no
50	blue-collar	married	primary	no	235	no	no	cellular	64	20	0	no
39	entrepreneur	married	tertiary	no	0	no	no	cellular	70	3	0	no
37	management	married	tertiary	no	-57	yes	no	cellular	37	20	0	no
42	blue-collar	married	secondary	no	108	yes	no	telephone	51	21	0	no
35	technician	divorced	unknown	no	-11	yes	yes	cellular	24	18	0	no
47	entrepreneur	married	unknown	no	1179	yes	yes	cellular	21	2	0	no
49	management	divorced	tertiary	no	755	no	no	cellular	1212	4	0	yes
40	management	single	tertiary	no	0	no	no	cellular	162	5	0	no
32	blue-collar	married	secondary	no	139	yes	yes	cellular	70	5	0	no
33	admin.	married	secondary	no	166	no	yes	cellular	69	27	0	no
30	blue-collar	single	unknown	no	-570	yes	no	cellular	12	22	0	no
52	blue-collar	married	primary	no	0	yes	no	cellular	17	28	0	no
27	management	single	tertiary	no	148	yes	no	cellular	632	18	0	no
45	management	married	tertiary	no	7154	yes	no	cellular	393	3	0	no
25	services	married	secondary	no	0	yes	no	cellular	12	28	0	no
53	services	married	secondary	no	514	yes	no	cellular	10	3	0	no
46	management	married	unknown	no	876	yes	no	cellular	11	3	0	no
49	unemployed	married	primary	yes	11	yes	no	telephone	166	8	0	no
38	services	married	secondary	no	-361	yes	no	telephone	37	33	0	no
40	admin.	married	secondary	no	1412	no	no	cellular	48	3	0	no
44	blue-collar	divorced	secondary	no	3258	no	no	cellular	58	6	0	no
56	technician	married	tertiary	no	1476	no	no	telephone	40	3	0	no
37	self-employed	married	tertiary	no	208	yes	no	cellular	350	5	0	no
46	management	married	tertiary	no	4879	no	no	cellular	195	3	0	no
34	management	married	tertiary	no	714	yes	no	cellular	8	27	0	no
41	blue-collar	married	primary	no	1256	no	no	cellular	74	2	0	no
27	services	single	secondary	no	5850	yes	no	cellular	164	3	0	no
36	technician	single	secondary	no	76	yes	no	cellular	109	5	0	no
36	technician	single	secondary	no	2921	no	no	telephone	55	7	0	no
42	services	married	secondary	no	0	yes	no	cellular	17	20	0	no
52	services	divorced	secondary	no	0	no	no	cellular	530	3	0	no
35	blue-collar	married	secondary	no	-172	yes	no	cellular	14	32	0	no
53	management	divorced	tertiary	no	-187	yes	no	cellular	27	2	0	no
39	management	single	tertiary	no	572	yes	no	cellular	153	20	0	no
32	technician	single	tertiary	no	127	yes	no	cellular	88	3	0	no
54	services	married	primary	no	198	yes	no	cellular	69	3	0	no
36	management	single	tertiary	no	62	no	no	telephone	43	34	0	no
50	management	divorced	tertiary	no	813	yes	no	cellular	7	2	0	no
30	services	single	secondary	no	12	no	yes	cellular	106	31	0	no
49	management	married	tertiary	no	403	no	no	cellular	255	2	0	no
42	technician	married	secondary	no	1812	yes	no	cellular	84	2	0	no
51	management	married	tertiary	no	1990	no	no	telephone	251	5	0	no
37	self-employed	married	primary	no	67	no	no	cellular	138	3	0	no
25	admin.	single	secondary	no	-7	no	yes	cellular	30	36	0	no
31	services	single	unknown	no	6145	yes	no	cellular	70	13	0	no
42	management	single	tertiary	no	270	yes	no	cellular	68	5	0	no
41	management	married	tertiary	no	-499	no	no	cellular	21	17	0	no
46	blue-collar	married	secondary	no	2297	no	no	telephone	16	4	0	no
33	blue-collar	married	unknown	no	-923	yes	no	telephone	237	9	0	no
33	technician	single	secondary	no	608	no	no	cellular	58	4	0	no
45	technician	divorced	secondary	no	72	yes	no	cellular	115	5	0	no
37	admin.	married	secondary	no	-426	yes	yes	cellular	56	30	0	no
45	admin.	married	secondary	no	-405	no	no	cellular	189	3	0	no
35	management	single	tertiary	no	66	no	no	cellular	213	3	0	no
30	self-employed	single	tertiary	no	3137	yes	no	cellular	368	7	0	no
44	blue-collar	married	primary	no	292	no	no	cellular	99	4	0	no
31	technician	single	secondary	no	4	yes	no	telephone	21	24	0	no
40	blue-collar	married	primary	no	57	yes	no	cellular	1007	9	0	yes
42	self-employed	divorced	tertiary	no	5331	no	yes	cellular	135	3	0	no
42	self-employed	married	secondary	no	0	no	no	cellular	58	36	0	no
33	services	married	secondary	no	0	yes	yes	cellular	35	29	0	no
39	technician	single	secondary	no	2	yes	yes	telephone	14	29	0	no
39	blue-collar	single	primary	no	554	no	no	telephone	22	5	0	no
37	self-employed	married	secondary	no	4153	yes	no	cellular	35	16	0	no
35	services	married	secondary	no	181	yes	no	cellular	5	3	0	no
45	technician	single	unknown	no	1077	yes	no	telephone	6	2	0	no
37	unemployed	single	secondary	no	48	no	no	cellular	40	10	0	no
59	technician	married	unknown	no	1471	no	no	telephone	7	3	0	no
29	self-employed	married	tertiary	no	0	yes	yes	cellular	46	28	0	no
36	blue-collar	married	primary	no	856	yes	no	cellular	39	10	0	no
41	blue-collar	married	secondary	no	1293	no	no	telephone	350	15	0	no
54	self-employed	married	tertiary	no	368	no	no	telephone	7	4	0	no
35	blue-collar	married	secondary	no	280	yes	yes	cellular	65	50	0	no
46	technician	married	secondary	no	499	yes	no	cellular	37	10	0	no
58	blue-collar	divorced	primary	no	8218	yes	no	cellular	124	10	0	no
34	blue-collar	married	secondary	no	699	yes	yes	cellular	576	10	0	no
37	blue-collar	married	secondary	no	298	yes	no	cellular	10	6	0	no
